polling_place_name,lon,division,booth_info,premises,opening_hours,has_bbq,address,source,state,lat,has_nothing,has_caek,extra_info,polling_place_type,has_run_out,has_other,stall_name,stall_description,stall_website,first_report,latest_report
Bruny Island District School,147.244455,,Assisted Disabled,Bruny Island District School,,FALSE,School Rd TAS 7150,,TAS,-43.31807,FALSE,FALSE,,,,,,,,,
Tolosa Hall,147.265,,Assisted Disabled,Tolosa Hall,,FALSE,148 Tolosa St TAS 7010,,TAS,-42.8455,FALSE,FALSE,,,,,,,,,
Gagebrook Primary School,147.276,,Assisted Disabled,Gagebrook Primary School,,FALSE,4 Tottenham Rd TAS 7030,,TAS,-42.7488,FALSE,FALSE,,,,,,,,,
St Virgil's College,147.2511051,,Standard,St Virgil's College,,FALSE,195 Main Rd TAS 7011,,TAS,-42.7744865,FALSE,FALSE,,,,,,,,,
Granton Memorial Hall,147.224,,Assisted Disabled,Granton Memorial Hall,,FALSE,Lyell Hwy TAS 7030,,TAS,-42.7498,FALSE,FALSE,,,,,,,,,
Girl Guides Hall,147.276,,Standard,Girl Guides Hall,,FALSE,Booth Ave TAS 7010,,TAS,-42.8265,FALSE,FALSE,,,,,,,,,
Moorleah Community Centre,145.616,,Assisted Disabled,Moorleah Community Centre,,FALSE,720 Preolenna Rd TAS 7321,,TAS,-40.981,FALSE,FALSE,,,,,,,,,
Moriarty Hall,146.481134,,Assisted Disabled,Moriarty Hall,,FALSE,1 Bonneys La TAS 7307,,TAS,-41.216812,FALSE,FALSE,,,,,,,,,
St Stephen's Church Hall,147.346,,Assisted Disabled,St Stephen's Church Hall,,FALSE,524 Sandy Bay Rd TAS 7005,,TAS,-42.9087,TRUE,FALSE,,,,,,,,,
Princes Street Primary School,147.319,,Assisted Disabled,Princes Street Primary School,,FALSE,cnr Princes & Randall Sts TAS 7005,,TAS,-42.8984,FALSE,FALSE,,,,,,,,,
Montello Primary School,145.898,,Assisted Disabled,Montello Primary School,,FALSE,Bird St TAS 7320,,TAS,-41.0605,FALSE,FALSE,,,,,,,,,
Goodwood Primary School,147.2934743,,Disabled,Goodwood Primary School,,FALSE,Elmsleigh Rd TAS 7009,,TAS,-42.8321544,FALSE,FALSE,,,,,,,,,
Margate Hall,147.263,,Assisted Disabled,Margate Hall,,FALSE,Channel Hwy TAS 7054,,TAS,-43.029,FALSE,FALSE,,,,,,,,,
Salvation Army Community Centre,147.296066,,Assisted Disabled,Salvation Army Community Centre,,FALSE,73 Hopkins St TAS 7009,,TAS,-42.845951,FALSE,FALSE,,,,,,,,,
Bowen Road Primary School,147.308,,Assisted Disabled,Bowen Road Primary School,,FALSE,35 Bowen Rd TAS 7009,,TAS,-42.8474,TRUE,FALSE,,,,,,,,,
Mole Creek Primary School,146.405,,Assisted Disabled,Mole Creek Primary School,,FALSE,4 Caveside Rd TAS 7304,,TAS,-41.5581,FALSE,FALSE,,,,,,,,,
Molesworth Primary School,147.157,,Assisted Disabled,Molesworth Primary School,,FALSE,540 Molesworth Rd TAS 7140,,TAS,-42.8038,FALSE,FALSE,,,,,,,,,
Montagu Fire Station,144.9775271,,Assisted Disabled,Montagu Fire Station,,FALSE,Montagu Rd TAS 7330,,TAS,-40.7847873,FALSE,FALSE,,,,,,,,,
Montagu Bay Primary School,147.353,,Disabled,Montagu Bay Primary School,,FALSE,10 Conara Rd TAS 7018,,TAS,-42.8646,FALSE,FALSE,,,,,,,,,
Beaconsfield Senior Citizens' Hall,146.819,,Assisted Disabled,Beaconsfield Senior Citizens' Hall,,FALSE,Weld St TAS 7270,,TAS,-41.2024,FALSE,FALSE,,,,,,,,,
Albuera Street Primary School,147.326,,Standard,Albuera Street Primary School,,FALSE,Albuera St TAS 7004,,TAS,-42.8912,FALSE,FALSE,,,,,,,,,
Clarence Police & Community Youth Club Inc,147.371577,,Assisted,Clarence Police & Community Youth Club Inc,,FALSE,10 Scott St TAS 7018,,TAS,-42.875227,FALSE,FALSE,,,,,,,,,
Beauty Point (Sandy Beach) Bowls Club Hall,146.815,,Assisted Disabled,Beauty Point (Sandy Beach) Bowls Club Hall,,FALSE,11 Mainwaring St TAS 7270,,TAS,-41.1475,FALSE,FALSE,,,,,,,,,
Bicheno Primary School,148.3049286,,Assisted Disabled,Bicheno Primary School,,FALSE,James St TAS 7215,,TAS,-41.872521,FALSE,FALSE,,,,,,,,,
Clarence High School,147.389,,Assisted Disabled,Clarence High School,,TRUE,Wentworth St TAS 7018,,TAS,-42.8784,FALSE,TRUE,,,,,,,,,
The Salvation Army Kingborough,147.3199914,,Assisted Disabled,The Salvation Army Kingborough,,FALSE,3 Opal Dr TAS 7052,,TAS,-42.9987749,FALSE,FALSE,,,,,,,,,
Bishopsbourne Community Centre,146.995,,Standard,Bishopsbourne Community Centre,,FALSE,"Recreation Ground, 1111 Bishopsbourne Rd TAS 7301",,TAS,-41.6164,FALSE,FALSE,,,,,,,,,
Boat Harbour Primary School,145.636,,Assisted,Boat Harbour Primary School,,TRUE,17386 Bass Hwy TAS 7321,,TAS,-40.9452,FALSE,FALSE,,,,,,,,,
North Esk Memorial Hall,147.505,,Assisted Disabled,North Esk Memorial Hall,,FALSE,3132 Blessington Rd TAS 7212,,TAS,-41.4823,FALSE,FALSE,,,,,,,,,
Togari Community Centre,144.879,,Assisted Disabled,Togari Community Centre,,FALSE,7 Salmon River Rd TAS 7330,,TAS,-40.9601,FALSE,FALSE,,,,,,,,,
Trevallyn Life Church,147.106,,Assisted Disabled,Trevallyn Life Church,,FALSE,34 Pitt Ave TAS 7250,,TAS,-41.4301,FALSE,FALSE,,,,,,,,,
Trevallyn Primary School,147.115,,Disabled,Trevallyn Primary School,,FALSE,55 Gorge Rd TAS 7250,,TAS,-41.4381,FALSE,FALSE,,,,,,,,,
Cambridge Primary School,147.442,,Assisted Disabled,Cambridge Primary School,,FALSE,976 Cambridge Rd TAS 7170,,TAS,-42.8362,FALSE,FALSE,,,,,,,,,
"Triabunna Council Chambers, Recreation Room",147.917,,Standard,"Triabunna Council Chambers, Recreation Room",,FALSE,38 Vicary St TAS 7190,,TAS,-42.508,FALSE,FALSE,,,,,,,,,
Mathinna Community Centre,147.891,,Standard,Mathinna Community Centre,,FALSE,21 High St TAS 7214,,TAS,-41.4719,FALSE,FALSE,,,,,,,,,
Marrawah Memorial Hall,144.697,,Assisted Disabled,Marrawah Memorial Hall,,FALSE,844 Comeback Rd TAS 7330,,TAS,-40.9229,FALSE,FALSE,,,,,,,,,
Maydena Online Access Centre,146.629,,Standard,Maydena Online Access Centre,,FALSE,36 Kallista Rd (Gordon River Road) TAS 7140,,TAS,-42.7555,FALSE,FALSE,,,,,,,,,
Mawbanna Hall,145.37,,Assisted Disabled,Mawbanna Hall,,FALSE,1444 Mawbanna Rd TAS 7321,,TAS,-40.9538,FALSE,FALSE,,,,,,,,,
Melrose Memorial Hall,146.289,,Assisted Disabled,Melrose Memorial Hall,,FALSE,673 Melrose Rd TAS 7310,,TAS,-41.2417,FALSE,FALSE,,,,,,,,,
Meander Primary School,146.612,,Assisted Disabled,Meander Primary School,,FALSE,137 Main Rd (Meander Road) TAS 7304,,TAS,-41.6515,FALSE,FALSE,,,,,,,,,
South Channel Community Centre,147.256,,Assisted Disabled,South Channel Community Centre,,FALSE,McDowall St TAS 7163,,TAS,-43.2311,FALSE,FALSE,,,,,,,,,
School of Special Education,146.343,,Assisted Disabled,School of Special Education,,FALSE,113 Middle Rd TAS 7310,,TAS,-41.1946,FALSE,FALSE,,,,,,,,,
Miena Community Centre,146.708,,Assisted Disabled,Miena Community Centre,,FALSE,55-57 Cider Gum Rd TAS 7030,,TAS,-41.9937,FALSE,FALSE,,,,,,,,,
Midway Point Community Hall,147.533,,Assisted Disabled,Midway Point Community Hall,,FALSE,Raynors Rd TAS 7171,,TAS,-42.7997,FALSE,FALSE,,,,,,,,,
Don Memorial Hall,146.318,,Assisted Disabled,Don Memorial Hall,,FALSE,17 Forth Rd TAS 7310,,TAS,-41.1827,FALSE,FALSE,,,,,,,,,
Tunnack Public Hall,147.462,,Assisted Disabled,Tunnack Public Hall,,FALSE,Tunnack Rd TAS 7120,,TAS,-42.4548,FALSE,FALSE,,,,,,,,,
Chudleigh Memorial Hall,146.481,,Assisted Disabled,Chudleigh Memorial Hall,,FALSE,54 Sorell St TAS 7304,,TAS,-41.5573,FALSE,FALSE,,,,,,,,,
Franklin Primary School,147.0120184,,Assisted Disabled,Franklin Primary School,,FALSE,10 New Rd TAS 7113,,TAS,-43.0856539,FALSE,FALSE,,,,,,,,,
Glen Huon Primary School,146.962,,Assisted Disabled,Glen Huon Primary School,,FALSE,801 Glen Huon Rd TAS 7109,,TAS,-43.0278,FALSE,FALSE,,,,,,,,,
Sheffield District High School,146.327186,,Assisted Disabled,Sheffield District High School,,FALSE,12 Henry St TAS 7306,,TAS,-41.383044,FALSE,FALSE,,,,,,,,,
Tasmanian Academy (Hellyer College),145.88153,,Standard,Tasmanian Academy (Hellyer College),,FALSE,Mooreville Rd TAS 7320,,TAS,-41.06128,FALSE,FALSE,,,,,,,,,
Ulverstone Guide Hall,146.175,,Assisted Disabled,Ulverstone Guide Hall,,TRUE,34 Main St TAS 7315,,TAS,-41.1559,FALSE,TRUE,,,,,,,,,
Grange Resources Lodge,145.219,,Assisted Disabled,Grange Resources Lodge,,FALSE,Corinna Rd TAS 7321,,TAS,-41.5119,FALSE,FALSE,,,,,,,,,
Scamander Fire Station,148.261,,Assisted Disabled,Scamander Fire Station,,FALSE,Campbell St TAS 7215,,TAS,-41.4541,FALSE,FALSE,,,,,,,,,
St Barnabas' Church Hall,147.515,,Standard,St Barnabas' Church Hall,,FALSE,55 King St (Tasman Highway) TAS 7260,,TAS,-41.1625,FALSE,FALSE,,,,,,,,,
Wyndham Vacation Resort,147.511,,Assisted Disabled,Wyndham Vacation Resort,,FALSE,78 Surf Rd TAS 7170,,TAS,-42.8526,FALSE,FALSE,,,,,,,,,
Wellspring Anglican Church Hall,147.327,,Assisted Disabled,Wellspring Anglican Church Hall,,FALSE,Grosvenor St TAS 7005,,TAS,-42.8992,FALSE,FALSE,,,,,,,,,
Harold Gregg Centre,147.355,,Assisted Disabled,Harold Gregg Centre,,FALSE,1 Southerwood Dr TAS 7005,,TAS,-42.9138,TRUE,FALSE,,,,,,,,,
Waimea Heights Primary School,147.3367403,,Standard,Waimea Heights Primary School,,FALSE,12 Balfour Ct TAS 7005,,TAS,-42.9090106,FALSE,FALSE,,,,,,,,,
Sassafras Primary School,146.503,,Assisted Disabled,Sassafras Primary School,,FALSE,50 School Rd TAS 7307,,TAS,-41.2871,FALSE,FALSE,,,,,,,,,
Gladstone Hall,148.008,,Assisted Disabled,Gladstone Hall,,FALSE,1 Carr St TAS 7264,,TAS,-40.9601,FALSE,FALSE,,,,,,,,,
Cressy Community Hall,147.08,,Assisted Disabled,Cressy Community Hall,,FALSE,Main St (Cressy Road) TAS 7302,,TAS,-41.6892,FALSE,FALSE,,,,,,,,,
Currie Town Hall,143.855,,Assisted Disabled,Currie Town Hall,,FALSE,Cnr Meech & George Sts TAS 7256,,TAS,-39.9298,FALSE,FALSE,,,,,,,,,
Cradoc Park,147.034,,Assisted Disabled,Cradoc Park,,FALSE,8427 Channel Hwy TAS 7109,,TAS,-43.1064,FALSE,FALSE,,,,,,,,,
Collinsvale Primary School,147.198,,Assisted Disabled,Collinsvale Primary School,,FALSE,508 Collinsvale Rd TAS 7012,,TAS,-42.8367,FALSE,FALSE,,,,,,,,,
Cooee Primary School,145.86801,,Assisted Disabled,Cooee Primary School,,FALSE,Fidler St TAS 7320,,TAS,-41.04076,FALSE,FALSE,,,,,,,,,
Colebrook Fire Station,147.361,,Assisted Disabled,Colebrook Fire Station,,FALSE,Colebrook Rd TAS 7027,,TAS,-42.5313,FALSE,FALSE,,,,,,,,,
Coles Bay Community Hall,148.286,,Standard,Coles Bay Community Hall,,FALSE,Harold St TAS 7215,,TAS,-42.1249,FALSE,FALSE,,,,,,,,,
Clarendon Vale Primary School,147.445,,Assisted Disabled,Clarendon Vale Primary School,,FALSE,25 Mockridge Rd TAS 7019,,TAS,-42.8873,FALSE,FALSE,,,,,,,,,
Claude Road Fire Station,146.274857,,Assisted Disabled,Claude Road Fire Station,,FALSE,787 Claude Rd TAS 7306,,TAS,-41.43438,FALSE,FALSE,,,,,,,,,
Abbotsham Hall,146.174,,Assisted,Abbotsham Hall,,FALSE,590 Castra Rd TAS 7315,,TAS,-41.2135,FALSE,FALSE,,,,,,,,,
Mersey Rowing Club,146.367,,Assisted Disabled,Mersey Rowing Club,,FALSE,52 River Rd TAS 7310,,TAS,-41.1972,FALSE,FALSE,,,,,,,,,
St George's Church Hall,147.3320854,,Assisted Disabled,St George's Church Hall,,TRUE,28 Cromwell St TAS 7004,,TAS,-42.8915725,FALSE,FALSE,,,,,,,,,
Geeveston Community Hall,146.922,,Assisted,Geeveston Community Hall,,TRUE,7 Brady St TAS 7116,,TAS,-43.1625,FALSE,FALSE,,,,,,,,,
Glenorchy YMCA ,147.279,,Assisted Disabled,Glenorchy YMCA ,,FALSE,8a Constance Ave TAS 7010,,TAS,-42.8322,FALSE,FALSE,,,,,,,,,
Lower Barrington Public Hall,146.291,,Standard,Lower Barrington Public Hall,,FALSE,1027 Sheffield Rd TAS 7306,,TAS,-41.291,FALSE,FALSE,,,,,,,,,
St Anne's Anglican Church Hall,147.3114121,,Assisted Disabled,St Anne's Anglican Church Hall,,FALSE,27 Ashbolt Cres TAS 7009,,TAS,-42.8441626,FALSE,FALSE,,,,,,,,,
St Aidan's Church Hall,147.356,,Assisted Disabled,St Aidan's Church Hall,,FALSE,Lincoln St TAS 7015,,TAS,-42.8467,FALSE,FALSE,,,,,,,,,
Longford War Memorial Hall,147.123,,Assisted Disabled,Longford War Memorial Hall,,FALSE,Wellington St TAS 7301,,TAS,-41.5945,FALSE,FALSE,,,,,,,,,
Lilydale Memorial Hall,147.216,,Standard,Lilydale Memorial Hall,,FALSE,1949 Main Rd (Lilydale Road) TAS 7268,,TAS,-41.2523,FALSE,FALSE,,,,,,,,,
Lindisfarne Primary School,147.363,,Assisted Disabled,Lindisfarne Primary School,,TRUE,Loatta Rd TAS 7018,,TAS,-42.8519,FALSE,FALSE,,,,,,,,,
Levendale Primary School,147.568,,Assisted Disabled,Levendale Primary School,,FALSE,1315 Woodsdale Rd TAS 7120,,TAS,-42.5443,FALSE,FALSE,,,,,,,,,
Ranelagh Memorial Hall,147.039,,Assisted Disabled,Ranelagh Memorial Hall,,FALSE,Marguerite St TAS 7109,,TAS,-43.0086,FALSE,FALSE,,,,,,,,,
Railton Primary School,146.414,,Assisted Disabled,Railton Primary School,,FALSE,94 Foster St TAS 7305,,TAS,-41.3526,FALSE,FALSE,,,,,,,,,
Fingal Activity Centre (former Council Chambers),147.971,,Assisted Disabled,Fingal Activity Centre (former Council Chambers),,FALSE,29 Talbot St (cnr of Esk Hwy and Mathinna Rd) TAS 7214,,TAS,-41.6377,FALSE,FALSE,,,,,,,,,
Fern Tree Community Centre,147.262,,Assisted Disabled,Fern Tree Community Centre,,FALSE,Stephenson Pl TAS 7054,,TAS,-42.9223,FALSE,FALSE,,,,,,,,,
Exeter High School Gymnasium,146.957,,Assisted Disabled,Exeter High School Gymnasium,,FALSE,28 Glen Ard Mohr Rd TAS 7275,,TAS,-41.2996,FALSE,FALSE,,,,,,,,,
Epping Forest Public Hall,147.335,,Assisted Disabled,Epping Forest Public Hall,,FALSE,13515 Midland Hwy TAS 7211,,TAS,-41.7446,FALSE,FALSE,,,,,,,,,
Carmel Hall,147.0771417,,Assisted Disabled,Carmel Hall,,FALSE,25 Mary St TAS 7112,,TAS,-43.1625204,FALSE,FALSE,,,,,,,,,
Ellendale Hall,146.716,,Standard,Ellendale Hall,,FALSE,939 Ellendale Rd TAS 7140,,TAS,-42.6182,FALSE,FALSE,,,,,,,,,
East Launceston Bowling Club,147.14588,,Assisted Disabled,East Launceston Bowling Club,,FALSE,off High St TAS 7250,,TAS,-41.43616,FALSE,FALSE,,,,,,,,,
Glenorchy Civic Centre,147.277,,Assisted Disabled,Glenorchy Civic Centre,,FALSE,Cooper St TAS 7010,,TAS,-42.8339,FALSE,FALSE,,,,,,,,,
Forest Primary School,145.248,,Assisted Disabled,Forest Primary School,,FALSE,422 Mengha Rd TAS 7330,,TAS,-40.8486,FALSE,FALSE,,,,,,,,,
Forcett Public Hall,147.631,,Assisted Disabled,Forcett Public Hall,,FALSE,699 Arthur Hwy TAS 7173,,TAS,-42.8057,FALSE,FALSE,,,,,,,,,
Burnie Child and Family Centre,145.89229,,Assisted Disabled,Burnie Child and Family Centre,,FALSE,36 Thorne St TAS 7320,,TAS,-41.07264,FALSE,FALSE,,,,,,,,,
Strahan Fire Station,145.329,,Assisted Disabled,Strahan Fire Station,,FALSE,18 Reid St TAS 7468,,TAS,-42.1497,FALSE,FALSE,,,,,,,,,
Stowport Public Hall,145.929,,Assisted Disabled,Stowport Public Hall,,FALSE,580 Stowport Rd TAS 7321,,TAS,-41.1124,FALSE,FALSE,,,,,,,,,
Stanley Primary School,145.291,,Assisted Disabled,Stanley Primary School,,FALSE,Wilson St TAS 7331,,TAS,-40.7603,FALSE,FALSE,,,,,,,,,
St Marys Community Hall,148.186,,Assisted Disabled,St Marys Community Hall,,FALSE,Main St (Esk Highway) TAS 7215,,TAS,-41.5791,FALSE,FALSE,,,,,,,,,
Swansea Town Hall,148.077,,Assisted Disabled,Swansea Town Hall,,FALSE,12 Franklin St (Tasman Highway) TAS 7190,,TAS,-42.1245,FALSE,FALSE,,,,,,,,,
East Launceston Primary School,147.15253,,Assisted Disabled,East Launceston Primary School,,FALSE,Abbott St TAS 7250,,TAS,-41.44176,FALSE,FALSE,,,,,,,,,
Surges Bay Hall,146.998,,Assisted Disabled,Surges Bay Hall,,FALSE,Esperance Coast Rd TAS 7109,,TAS,-43.2196,FALSE,FALSE,,,,,,,,,