di_name,pplace,disabled_code,AccessDetails,suburb,Address,FormatAddress,SortId,Longitude,Latitude
Adelaide,Adelaide,F,,ADELAIDE,Christian Brothers College (Senior Campus),"214 Wakefield St, ADELAIDE",,138.60935,-34.92788
Adelaide,Adelaide South,A,,ADELAIDE,Gilles St Primary School,"91-93 Gilles St, ADELAIDE",,138.604511,-34.934369
Adelaide,Adelaide West,F,,ADELAIDE,Adelaide High School,"West Tce, ADELAIDE",,138.587085,-34.925624
Adelaide,Nailsworth,A,,NAILSWORTH,Nailsworth Primary School,"2 Balfour St, NAILSWORTH",,138.603328,-34.882844
Adelaide,North Adelaide,A,via Gover St,NORTH ADELAIDE,North Adelaide Primary School,"62-80 Tynte St, NORTH ADELAIDE",,138.597561,-34.905119
Adelaide,North Adelaide East,A,,NORTH ADELAIDE,St Cyprian's Anglican Church,"70 Melbourne St, NORTH ADELAIDE",,138.608547,-34.906083
Adelaide,Prospect,A,via Braund Rd,PROSPECT,Prospect Primary School,"27 Gladstone Rd, PROSPECT",,138.59,-34.8852
Adelaide,Prospect North,A,via Arthur St,PROSPECT,Prospect North Primary School,"30 Stuart Rd, PROSPECT",,138.596073,-34.875284
Adelaide,Prospect South,F,,PROSPECT,Blackfriars Priory Gym,"22-24 Highbury St, PROSPECT",,138.5966919,-34.89537746
Adelaide,Walkerville,A,,WALKERVILLE,Walkerville Primary School,"159 Stephen Tce, WALKERVILLE",,138.613,-34.8953
Adelaide,Walkerville North,A,,WALKERVILLE,St Monica's Parish School,"92 North East Rd, WALKERVILLE",,138.616,-34.8876
Badcoe,Ascot Park,F,,ASCOT PARK,Active Elders Association,"27a Charles St, ASCOT PARK",,138.562874,-34.990835
Badcoe,Black Forest,A,,BLACK FOREST,Black Forest Primary School,"679 South Rd, BLACK FOREST",,138.573,-34.9607
Badcoe,Black Forest East,A,,BLACK FOREST,Clarence Park Community Centre,"72-74 East Ave, BLACK FOREST",,138.580696,-34.960802
Badcoe,Edwardstown,A,,EDWARDSTOWN,Southpoint Church of Christ,"68 De Laine Ave, EDWARDSTOWN",,138.5648541,-34.97443758
Badcoe,Goodwood,A,,GOODWOOD,Goodwood Primary School,"140 Goodwood Rd, GOODWOOD",,138.589,-34.9515
Badcoe,Keswick,F,,KESWICK,National Servicemen's Association,"41 Surrey Rd, KESWICK",,138.572767,-34.945611
Badcoe,Kurralta Park,N,,KURRALTA PARK,Plympton/ Kurralta Park Guide Hall,"Cnr Daly St & Cross Tce, KURRALTA PARK",,138.56374,-34.95114
Badcoe,Netley,A,adj Joe Wells Reserve,NETLEY,Netley Kindergarten,"Comet Ave, NETLEY",,138.546985,-34.954278
Badcoe,Park Holme South,A,,PARK HOLME,Ascot Park Primary School,"1-37 Pildappa Ave, PARK HOLME",,138.556,-34.9905
Badcoe,Plympton,A,,PLYMPTON,Plympton Primary School,"19 Owen St, PLYMPTON",,138.55683,-34.960849
Badcoe,Plympton Park,F,,PLYMPTON PARK,Plympton Glenelg RSL Hall,"464 Marion Rd, PLYMPTON PARK",,138.555,-34.9703
Badcoe,Plympton West,F,,PLYMPTON,Plympton International College,"21a Errington St, PLYMPTON",,138.54768,-34.96232
Badcoe,Richmond,A,,RICHMOND,Tenison Woods Catholic School,"68 Brooker Tce, RICHMOND",,138.562,-34.9399
Badcoe,South Plympton,A,,SOUTH PLYMPTON,Forbes Primary School,"80 Thomas St, SOUTH PLYMPTON",,138.558,-34.9781
Badcoe,South Plympton North,A,,SOUTH PLYMPTON,Plympton South Kindergarten,"13 Yapinga St, SOUTH PLYMPTON",,138.560659,-34.97005
Black,Hallett Cove,A,,HALLETT COVE,Hallett Cove R-12 School,"2-30 Gledsdale Rd, HALLETT COVE",,138.511,-35.0771
Black,Hallett Cove East,F,,HALLETT COVE,Hallett Cove East Primary School,"Quailo Ave, HALLETT COVE",,138.517448,-35.070877
Black,Hallett Cove South,A,,HALLETT COVE,Hallett Cove South Primary School,"Livonia St, HALLETT COVE",,138.504,-35.0833
Black,Marino,A,,MARINO,Marino Community Hall,"44 Newland Ave, MARINO",,138.518,-35.0428
Black,Seacliff,A,,SEACLIFF,Seacliff Uniting Church Hall,"5-7 Wheatland St, SEACLIFF",,138.522985,-35.031709
Black,Seacombe Heights,A,via Gate 1,SEACOMBE HEIGHTS,Seaview High School,"78-124 Seacombe Rd, SEACOMBE HEIGHTS",,138.545894,-35.02983
Black,Seaview Downs,A,,SEAVIEW DOWNS,Seaview Downs Primary School,"26-44 Ross St, SEAVIEW DOWNS",,138.535626,-35.040721
Black,Sheidow Park,A,,SHEIDOW PARK,Sheidow Park School,"21-43 Adams Rd, SHEIDOW PARK",,138.53124,-35.07171
Black,Sheidow Park South,A,,SHEIDOW PARK,Woodend Primary School,"10-22 Edward Beck Dr, SHEIDOW PARK",,138.536,-35.0791
Black,South Brighton,N,,SOUTH BRIGHTON,Lou Kesting Community Hall,"Dover Square Brdwy, SOUTH BRIGHTON",,138.5281,-35.025396
Bragg,Beaumont,A,,BEAUMONT,Beaumont Scout Hall,"42 Cooper Pl, BEAUMONT",,138.658358,-34.9449
Bragg,Burnside,F,Gymnasium via Sturt St,BURNSIDE,Burnside Primary School,"11 High St, BURNSIDE",,138.660955,-34.936155
Bragg,Glen Osmond,F,,GLEN OSMOND,St Saviour's Anglican Church,"2 Pridmore Rd, GLEN OSMOND",,138.644805,-34.962859
Bragg,Glenunga,A,Gymnasium via Conyngham St,GLENUNGA,Glenunga International High School,"99 L'Estrange St, GLENUNGA",,138.635693,-34.949223
Bragg,Kensington,A,,KENSINGTON,Marryatville Primary School,"54 Dankel Ave, KENSINGTON",,138.6494,-34.92491
Bragg,Linden Park,A,OSHC building,LINDEN PARK,Linden Park Primary School,"14 Hay Rd, LINDEN PARK",,138.647,-34.9475
Bragg,Magill South,A,,MAGILL,Morialta Uniting Church ,"26 Chapel St, MAGILL",,138.6732975,-34.91540628
Bragg,Parkside,F,Gymnasium via Young St,PARKSIDE,Parkside Primary School,"12 Robsart St, PARKSIDE",,138.62,-34.9446
Bragg,Rose Park,A,,ROSE PARK,Rose Park Primary School Gym,"54 Alexandra Ave, ROSE PARK",,138.62877,-34.93144
Bragg,Tusmore,F,via Fisher St,TUSMORE,Burnside City Uniting Church,"384 Portrush Rd, TUSMORE",,138.643,-34.9375
Bragg,Wattle Park,A,,STONYFELL,St Peters Girls School ,"6 Stonyfell Rd, STONYFELL",,138.6694484,-34.93025326
Chaffey,Barmera,A,,BARMERA,Barmera Primary School,"1 Rumbold Dr, BARMERA",,140.4767059,-34.2525186
Chaffey,Berri,A,,BERRI,Berri Bowling Club (Glassey Park),"25 Chilton Rd, BERRI",,140.614214,-34.28104
Chaffey,Blanchetown,A,,BLANCHETOWN,Blanchetown District Hall,"3 Shaw St, BLANCHETOWN",,139.614699,-34.352048
Chaffey,Cadell,A,,CADELL,Cadell Institute,"33-35 McGuire Tce, CADELL",,139.764381,-34.039468
Chaffey,Cambrai,A,,CAMBRAI,Cambrai Hall,"Skinner St, CAMBRAI",,139.2828213,-34.65377544
Chaffey,Cobdogla,F,,COBDOGLA,Cobdogla Primary School,"2-12 Dolan St, COBDOGLA",,140.406,-34.2424
Chaffey,Glossop,A,,GLOSSOP,Glossop Primary School,"Mitchell Tce, GLOSSOP",,140.5246729,-34.27096406
Chaffey,Karoonda,A,,KAROONDA,Karoonda Area School,"1 North Tce, KAROONDA",,139.8951,-35.091901
Chaffey,Loxton,A,,LOXTON,Lutheran Peace Hall,"60 Bookpurnong Tce, LOXTON",,140.567876,-34.453377
Chaffey,Loxton North,A,,LOXTON NORTH,Loxton North Sports Club,"357 Balfour-Ogilvy Ave, LOXTON NORTH",,140.6255263,-34.41526609
Chaffey,Lyrup,N,,LYRUP,Lyrup Village Association,"Cnr Rupert Ct & Wilson Pde, LYRUP",,140.6464963,-34.2555036
Chaffey,Monash,A,,MONASH,Monash Memorial Hall,"Cnr Randell Tce & Madison Ave, MONASH",,140.557973,-34.237766
Chaffey,Moorook,A,,MOOROOK,Moorook Community Hall,"Kingston Rd, MOOROOK",,140.367403,-34.288879
Chaffey,Morgan,N,,MORGAN,Morgan Sporting Complex,"North East Tce, MORGAN",,139.669154,-34.029234
Chaffey,Nildottie,A,,NILDOTTIE,St Stephens Lutheran Church Hall,"4103 Hunter Rd, NILDOTTIE",,139.652,-34.6801
Chaffey,Paringa,A,,PARINGA,Paringa Murtho War Memorial Hall,"21 Hughes Ave, PARINGA",,140.785933,-34.180646
Chaffey,Purnong,A,,PURNONG,Purnong District Hall,"3214 Purnong Rd, PURNONG",,139.623837,-34.854079
Chaffey,Ramco,A,,RAMCO,Ramco Institute,"421 Ramco Rd, RAMCO",,139.937149,-34.170607
Chaffey,Renmark,F,,RENMARK,Renmark Paringa Community & Civic Centre,"61 Eighteenth St, RENMARK",,140.74294,-34.174281
Chaffey,Renmark North,A,,RENMARK NORTH,Renmark North Primary School,"65 Warrego St, RENMARK NORTH",,140.712,-34.1261
Chaffey,Renmark West,F,,RENMARK WEST,Renmark West Primary School,"327 Tarcoola St, RENMARK WEST",,140.709867,-34.166183
Chaffey,Sedan,A,,SEDAN,Sedan Hall,"Stott Hwy, SEDAN",,139.298343,-34.57306
Chaffey,Swan Reach,A,,SWAN REACH,Swan Reach Area School,"8 Showground Rd, SWAN REACH",,139.602896,-34.572124
Chaffey,Waikerie,A,,WAIKERIE,Lutheran Social Centre,"4 Cates Ave, WAIKERIE",,139.981251,-34.183715
Chaffey,Walker Flat,A,,WALKER FLAT,Walker Flat & Districts Community Hall,"4945 Angas Valley Rd, WALKER FLAT",,139.567811,-34.761449
Chaffey,Winkie,A,,WINKIE,Croation Association Hall,"41 Bullpit Rd, WINKIE",,140.526,-34.313
Cheltenham,Beverley,A,via Hubbard St,BEVERLEY,St Michael's College - Primary,"78 East Ave, BEVERLEY",,138.5500663,-34.89907811
Cheltenham,Cheltenham,A,,CHELTENHAM,Cheltenham Community Centre,"62 Stroud St North, CHELTENHAM",,138.52552,-34.866135
Cheltenham,Findon,A,,FINDON,Findon Community Centre,"222 Findon Rd, FINDON",,138.5315696,-34.89735904
Cheltenham,Findon West,A,,FINDON,Findon High School,"44 Drummond Ave, FINDON",,138.52717,-34.898748
Cheltenham,Kilkenny,A,,KILKENNY,Kilkenny Community Hall,"27a Wilpena Tce, KILKENNY",,138.550635,-34.883864
Cheltenham,Mansfield Park,F,,MANSFIELD PARK,St Patrick's School,"33a Dudley St, MANSFIELD PARK",,138.551,-34.8544
Cheltenham,Ottoway,F,,OTTAWAY,Junction Community Centre,"2A May Tce, OTTAWAY",,138.52726,-34.8513
Cheltenham,Pennington,A,via Torrens Cres,PENNINGTON,Pennington School R-7,"Butler Ave, PENNINGTON",,138.532937,-34.857626
Cheltenham,Queenstown,F,via Spring St,QUEENSTOWN,Alberton Primary School,"14 Broad St, QUEENSTOWN",,138.512268,-34.863315
Cheltenham,Rosewater,A,,ROSEWATER,Mt Carmel College,"33 Newcastle St, ROSEWATER",,138.522289,-34.856273
Cheltenham,Seaton Park,A,,SEATON,Seaton Park Primary School,"80 Balcombe Ave, SEATON",,138.519992,-34.895627
Cheltenham,St Clair,A,via Leslie St W,ST CLAIR,Woodville High School,"11 Actil Ave, ST CLAIR",,138.5412155,-34.87224234
Cheltenham,Woodville Gardens,A,,WOODVILLE GARDENS,Woodville Gardens School B-7,"18-58 Ridley Gr, WOODVILLE GARDENS",,138.55001,-34.86398
Cheltenham,Woodville South,A,,WOODVILLE SOUTH,Woodville Primary School,"Evans St, WOODVILLE SOUTH",,138.532536,-34.881787
Cheltenham,Woodville West,A,,WOODVILLE WEST,Frank Mitchell Park - White City FC,"Todville St, WOODVILLE WEST",,138.5213954,-34.88767462
Colton,Fulham,A,,FULHAM,Fulham Community Centre,"19 Fitch Rd, FULHAM",,138.514,-34.9306
Colton,Grange,A,via Surrey St,GRANGE,"Grange Primary School, Lawson Hall","39c Jetty St, GRANGE",,138.49675,-34.9025
Colton,Henley Beach,A,,HENLEY BEACH,Henley Fulham Uniting Church Temple Centre,"214 Military Rd, HENLEY BEACH",,138.495,-34.9179
Colton,Henley Beach North,A,via Mitton Ave,HENLEY BEACH,Fulham Gardens Primary School,"70-72 Marlborough St, HENLEY BEACH",,138.504,-34.9131
Colton,Henley Beach South,A,via Burford Rd,HENLEY BEACH SOUTH,Henley Beach Primary School,"38 Hazel Tce, HENLEY BEACH SOUTH",,138.5,-34.93
Colton,Kidman Park,A,,KIDMAN PARK,"Office for Recreation, Sport & Racing","27 Valetta Rd, KIDMAN PARK",,138.529815,-34.914807
Colton,Lockleys,A,,LOCKLEYS,Christ the King Church Hall,"456 Henley Beach Rd, LOCKLEYS",,138.52655,-34.925937
Colton,Lockleys North,F,,LOCKLEYS,Lockleys North Primary School,"55 Malurus Ave, LOCKLEYS",,138.53797,-34.91979
Colton,Seaton West,F,,SEATON,Christian Family Centre,"185 Frederick Rd, SEATON",,138.505721,-34.898056
Colton,West Beach,A,,WEST BEACH,West Beach Primary School Activity Hall,"3 Woodhead St, WEST BEACH",,138.509675,-34.937499
Croydon,Brompton,A,,BROMPTON,Bowden Brompton Community Centre,"19 Green St, BROMPTON",,138.576,-34.8979
Croydon,Croydon,F,,CROYDON,St Barnabas Anglican Church,"4a William St, CROYDON",,138.567045,-34.895527
Croydon,Croydon Park,A,,CROYDON PARK,Guardian Childcare & Education ,"346 Torrens Road, CROYDON PARK",,138.5589981,-34.88072058
Croydon,Kilburn,A,,KILBURN,St Brigid's Parish Hall,"43 Le Hunte St, KILBURN",,138.588167,-34.862254
Croydon,Kilkenny,A,,KILKENNY,Kilkenny Community Hall,"27a Wilpena Tce, KILKENNY",,138.550635,-34.883864
Croydon,Kilkenny North,A,,KILKENNY,Challa Gardens Primary School,"8 Humphries Tce, KILKENNY",,138.554273,-34.877911
Croydon,Mansfield Park,F,,MANSFIELD PARK,St Patrick's School,"33a Dudley St, MANSFIELD PARK",,138.551,-34.8544
Croydon,Prospect,A,via Braund Rd,PROSPECT,Prospect Primary School,"27 Gladstone Rd, PROSPECT",,138.59,-34.8852
Croydon,Prospect North,A,via Arthur St,PROSPECT,Prospect North Primary School,"30 Stuart Rd, PROSPECT",,138.596073,-34.875284
Croydon,Regency Park,F,,REGENCY PARK,Regency TAFE,"137 Days Rd, REGENCY PARK",,138.5685765,-34.87287012
Croydon,Renown Park,A,,RENOWN PARK,Brompton Primary School,"11 Napier St, RENOWN PARK",,138.581477,-34.893794
Croydon,West Croydon,A,,WEST CROYDON,West Croydon United Church,"38-40 Rosetta St, WEST CROYDON",,138.559029,-34.889409
Croydon,Woodville Gardens,A,,WOODVILLE GARDENS,Woodville Gardens School B-7,"18-58 Ridley Gr, WOODVILLE GARDENS",,138.55001,-34.86398
Davenport,Aberfoyle Park,A,,ABERFOYLE PARK,Aberfoyle Park High School,"36a Taylors Rd, ABERFOYLE PARK",,138.594,-35.0742
Davenport,Aberfoyle Park Central,F,Performing Arts Centre via London Dr,ABERFOYLE PARK,Aberfoyle Park Primary School Campus,"2-8 Campus Dr, ABERFOYLE PARK",,138.595504,-35.067016
Davenport,Aberfoyle Park North,F,,ABERFOYLE PARK,Aberfoyle Park Baptist Church,"70 Manning Rd, ABERFOYLE PARK",,138.599371,-35.059308
Davenport,Aberfoyle Park South,A,,ABERFOYLE PARK,Aberfoyle Hub R-7 School,"29 Jeanette Cres, ABERFOYLE PARK",,138.594674,-35.078519
Davenport,Flagstaff Hill,F,,FLAGSTAFF HILL,Flagstaff Hill Primary School,"145 Black Rd, FLAGSTAFF HILL",,138.588,-35.0493
Davenport,Flagstaff Hill East,F,,FLAGSTAFF HILL,Craigburn Primary School,"15 Murrays Hill Rd, FLAGSTAFF HILL",,138.616,-35.0569
Davenport,Happy Valley,A,,HAPPY VALLEY,Happy Valley Primary School,"18 Education Rd, HAPPY VALLEY",,138.584,-35.0868
Davenport,Happy Valley West,F,,HAPPY VALLEY,Braeview School R-7,"1a Montana Dr, HAPPY VALLEY",,138.554,-35.0803
Davenport,Seacombe Heights,A,via Gate 1,SEACOMBE HEIGHTS,Seaview High School,"78-124 Seacombe Rd, SEACOMBE HEIGHTS",,138.545894,-35.02983
Dunstan,Glynde,A,,GLYNDE,Zion Lutheran Church Glynde,"15-17 Glynburn Rd, GLYNDE",,138.6562883,-34.89143418
Dunstan,Joslin,A,,JOSLIN,College Park Scout Hall,"95 Fourth Ave, JOSLIN",,138.628389,-34.90159
Dunstan,Kensington,A,,KENSINGTON,Marryatville Primary School,"54 Dankel Ave, KENSINGTON",,138.6494,-34.92491
Dunstan,Kensington Park,A,,KENSINGTON PARK,Kensington Park RSL,"346 The Parade, KENSINGTON PARK",,138.651,-34.9206
Dunstan,Kent Town,A,via Fullarton Rd,KENT TOWN,Wesley Uniting Church,"27 Grenfell St, KENT TOWN",,138.62267,-34.91925
Dunstan,Marden,A,,MARDEN,Marden Education Centre,"1-37 Marden Rd, MARDEN",,138.634664,-34.89164
Dunstan,Maylands,A,,MAYLANDS,Field of Dreams Australia,"17a Augusta St, MAYLANDS",,138.635907,-34.91259
Dunstan,Norwood,A,,NORWOOD,Salvation Army,"55 George St, NORWOOD",,138.636585,-34.921807
Dunstan,Norwood West,A,,NORWOOD,Norwood Primary School,"37 Osmond Tce, NORWOOD",,138.631653,-34.918862
Dunstan,Rose Park,A,,ROSE PARK,Rose Park Primary School Gym,"54 Alexandra Ave, ROSE PARK",,138.62877,-34.93144
Dunstan,St Morris,A,via Gardiner Ave,ST MORRIS,Adelaide Korean Uniting Church Hall,"40 Third Ave, ST MORRIS",,138.655594,-34.911364
Dunstan,St Peters,A,,ST PETERS,Spicer Uniting Church,"44a Fourth Ave, ST PETERS",,138.623486,-34.906927
Dunstan,St Peters East,F,via Third Ave,ST PETERS,East Adelaide School,"57-59 Second Ave, ST PETERS",,138.6277,-34.905343
Dunstan,Tranmere South,N,,TRANMERE,St Joseph's Parish School,"1 Birkinshaw Ave, TRANMERE",,138.66634,-34.91318
Dunstan,Trinity Gardens,A,,TRINITY GARDENS,Trinity Gardens School,"160 Portrush Rd, TRINITY GARDENS",,138.64048,-34.90884
Elder,Ascot Park,F,,ASCOT PARK,Active Elders Association,"27a Charles St, ASCOT PARK",,138.562874,-34.990835
Elder,Black Forest East,A,,BLACK FOREST,Clarence Park Community Centre,"72-74 East Ave, BLACK FOREST",,138.580696,-34.960802
Elder,Clapham,A,,CLAPHAM,Clapham Primary School,"48 Barretts Rd, CLAPHAM",,138.604224,-34.993877
Elder,Clarence Gardens,F,via Dinwoodie Ave,CLARENCE GARDENS,St Francis Anglican Church Community Centre,"835 South Rd, CLARENCE GARDENS",,138.573552,-34.970124
Elder,Clarence Park,F,,CLARENCE PARK,Church of the Trinity,"318 Goodwood Rd, CLARENCE PARK",,138.59,-34.9643
Elder,Colonel Light Gardens South,A,,COLONEL LIGHT GARDENS,Colonel Light Gardens Primary School,"Windsor Ave, COLONEL LIGHT GARDENS",,138.596256,-34.98722
Elder,Daw Park,F,via Aver Ave,DAW PARK,Colonel Light Gardens Uniting Church,"560 Goodwood Rd, DAW PARK",,138.591655,-34.980878
Elder,Edwardstown,A,,EDWARDSTOWN,Southpoint Church of Christ,"68 De Laine Ave, EDWARDSTOWN",,138.5648541,-34.97443758
Elder,Hawthorn,A,,HAWTHORN,Hawthorn Church of Christ,"42 Angas Rd, HAWTHORN",,138.6,-34.9737
Elder,Marion,F,,MARION,Marion Primary School,"2-22 Malcolm Ave, MARION",,138.556,-35.0042
Elder,Melrose Park,F,,MELROSE PARK,Edwardstown Primary School,"125 Edward St, MELROSE PARK",,138.579122,-34.978459
Elder,Mitchell Park,F,via Gate 3,MITCHELL PARK,Hamilton Secondary College,"815 Marion Rd, MITCHELL PARK",,138.558,-34.9979
Elder,Mitchell Park South,A,,MITCHELL PARK,Marion Church of Christ,"15 Alawoona Ave, MITCHELL PARK",,138.5588772,-35.00714892
Elder,Pasadena,F,via Gate 1,PASADENA,Tower Arts Centre,"267 Daws Rd, PASADENA",,138.5918859,-34.9920491
Elder,St Marys,F,,ST MARYS,Edwardstown Baptist Church,"54C Dorene St, ST MARYS",,138.5784854,-34.99946995
Elder,Westbourne Park,A,,WESTBOURNE PARK,Westbourne Park Primary School Gym,"2 Marlborough Rd, WESTBOURNE PARK",,138.592,-34.9694
Elizabeth,Craigmore,F,,CRAIGMORE,Craigmore High School,"2 Jamieson Rd, CRAIGMORE",,138.699873,-34.690878
Elizabeth,Craigmore North,A,via Somerset Gr,CRAIGMORE,Playford Primary School Gym,"216 Adams Rd, CRAIGMORE",,138.712,-34.6888
Elizabeth,Craigmore South,F,via Yorktown Rd,CRAIGMORE,Craigmore South Primary School,"1 Gooronga Dr, CRAIGMORE",,138.70646,-34.708847
Elizabeth,Elizabeth,F,,ELIZABETH,Anglican Parish of Elizabeth - Holy Cross,"91-93 Elizabeth Way, ELIZABETH",,138.672412,-34.714863
Elizabeth,Elizabeth Downs,A,via Coleman Rd,ELIZABETH DOWNS,Elizabeth Downs Primary School,"Heard St, ELIZABETH DOWNS",,138.694,-34.6995
Elizabeth,Elizabeth East,F,,ELIZABETH EAST,Elizabeth East Primary School,"15 Dolphin St, ELIZABETH EAST",,138.678405,-34.725145
Elizabeth,Elizabeth Grove,A,via Smithan St,ELIZABETH GROVE,Elizabeth Grove Primary,"20 Haynes St, ELIZABETH GROVE",,138.67,-34.7327
Elizabeth,Elizabeth Park,A,,ELIZABETH PARK,Elizabeth Park Primary School,"15 Turner Rd, ELIZABETH PARK",,138.685,-34.713
Elizabeth,Elizabeth South,F,,ELIZABETH SOUTH,Elizabeth South Primary School,"Chivell St, ELIZABETH SOUTH",,138.662059,-34.731299
Elizabeth,Hillbank,N,,HILLBANK,Hillbank Community Children's Centre,"10 Penarth Ct, HILLBANK",,138.684422,-34.731614
Elizabeth,Munno Para East,A,,MUNNO PARA,Munno Para Primary School,"81 Maltarra Rd, MUNNO PARA",,138.6995818,-34.6698313
Enfield,Blair Athol,A,,BLAIR ATHOL,St Paul Lutheran Church Hall,"44 Audrey Ave, BLAIR ATHOL",,138.599201,-34.861592
Enfield,Blair Athol North,F,,BLAIR ATHOL,Blair Athol North B-7 School,"5-13 Marmion Ave, BLAIR ATHOL",,138.599472,-34.852973
Enfield,Broadview,F,via Collingrove Ave,BROADVIEW,Broadview Uniting Church,"61 Galway Ave, BROADVIEW",,138.614978,-34.880086
Enfield,Clearview,N,via Fairview Tce,CLEARVIEW,Good Shepherd Catholic Church,"7 St Albans Pl, CLEARVIEW",,138.6102747,-34.8526521
Enfield,Enfield,F,via Harewood Ave,ENFIELD,Enfield Primary School,"Clarice Ave, ENFIELD",,138.603055,-34.86487
Enfield,Enfield South,F,,ENFIELD,Enfield Community Centre,"540 Regency Rd, ENFIELD",,138.6090483,-34.87297788
Enfield,Hampstead Gardens,A,via Falcon Ave,HAMPSTEAD GARDENS,Church of Christ Hampstead Gardens,"28 Gambia Ave, HAMPSTEAD GARDENS",,138.625872,-34.873251
Enfield,Lightsview,N,,LIGHTSVIEW,Wiltja Boarding,"111-125 Folland Ave, LIGHTSVIEW",,138.626874,-34.858804
