ec_id,name,premises,address,lat,lon,divisions,state,wheelchair_access
,Woodvale Secondary College,,"110 Woodvale Drive, WOODVALE WA 6026",-31.79130000,115.80048000,Kingsley,WA,Full
,Baldivis Gardens Primary School,,"1 Nadine Promenade, BALDIVIS WA 6171",-32.30082300,115.81006200,Kwinana,WA,Full
,Baldivis Primary School,,"214 Fifty Road, BALDIVIS WA 6171",-32.30767600,115.81767000,Kwinana,WA,None
,Bertram Primary School,,"Champion Drive, BERTRAM WA 6167",-32.24695000,115.84320000,Kwinana,WA,Full
,Calista Primary School,,"22/50 Harlow Road (cnr Chilcott St) Road, CALISTA WA 6167",-32.24559000,115.81067000,Kwinana,WA,None
,Kwinana District - Election Day and Early Polling Place,,"Kwinana Professional Centre, Unit 2/4 Challenger Avenue, KWINANA WA 6167",-32.2471798,115.815580,Kwinana,WA,Full
,Leda Primary School,,"1/25 Feilman Drive, LEDA WA 6170",-32.26021800,115.80396700,Kwinana,WA,None
,Medina Primary School,,"2 Westcott Road, MEDINA WA 6167",-32.23592700,115.80477100,Kwinana,WA,None
,North Parmelia Primary School,,"15-35 Durrant Avenue, PARMELIA WA 6167",-32.23544000,115.83616000,Kwinana,WA,None
,Sheoak Grove Primary School,,"Nyilla Approach, BALDIVIS WA 6171",-32.32388400,115.82192300,Kwinana,WA,Full
,St Vincent's School,,"114 Parmelia Avenue, PARMELIA WA 6167",-32.25254200,115.82616700,Kwinana,WA,None
,Wellard Primary School,,"25 Breccia Parade, WELLARD WA 6170",-32.266228,115.8463352,Kwinana,WA,Full
,Wellard Village Primary School,,"22 Brentford Parade, WELLARD WA 6170",-32.2710034,115.8202831,Kwinana,WA,Full
,Ashdale Primary School,,"51 Ashdale Boulevard, DARCH WA 6065",-31.80856000,115.84383000,Landsdale,WA,None
,Carnaby Rise Primary School,,"Pomodora Avenue, LANDSDALE WA 6065",-31.814674,115.873262,Landsdale,WA,None
,Hocking Primary School,,"50 Gungurru Avenue, HOCKING WA 6065",-31.76971000,115.81685000,Landsdale,WA,None
,Kingsway Christian College,,"157 Kingsway , DARCH WA 6065",-31.81156700,115.83740400,Landsdale,WA,None
,Landsdale District - Election Day and Early Polling Place,,"Unit 1, 98 (96A) Callaway Street, WANGARA WA 6065",-31.790466,115.843492,Landsdale,WA,None
,Landsdale Gardens Primary School,,"50 Amistad Road, LANDSDALE WA 6065",-31.81612812,115.8567922,Landsdale,WA,None
,Landsdale Primary School,,"The Broadview , LANDSDALE WA 6065",-31.80382000,115.86241000,Landsdale,WA,None
,Madeley Primary School,,"41 Martindale Avenue, MADELEY WA 6065",-31.80663900,115.82973700,Landsdale,WA,None
,Marangaroo Primary School,,"88 Giralt Road, MARANGAROO WA 6064",-31.82843000,115.82705000,Landsdale,WA,None
,Pearsall Primary School,,"95 Willespie Drive, PEARSALL WA 6065",-31.78096000,115.81768000,Wanneroo,WA,None
,Assumption Catholic Primary School,,"22-34 Gordon Road, MANDURAH WA 6210",-32.51048000,115.74697000,Mandurah,WA,Full
,Billy Dower Youth Centre,,"41 Dower Street, MANDURAH WA 6210",-32.53231300,115.74030700,Mandurah,WA,Full
,Coodanup College,,"158 Wanjeep Street, COODANUP WA 6210",-32.54713000,115.75025000,Mandurah,WA,Full
,Dudley Park Primary School,,"64 Gillark Street, MANDURAH WA 6210",-32.54182000,115.73561000,Mandurah,WA,Full
,Eastlake Church,,"99 Lakes Road, GREENFIELDS WA 6210",-32.53092300,115.76194000,Mandurah,WA,Full
,Mandurah District - Election Day and Early Polling Place,,"1/65 Reserve Drive Drive, MANDURAH WA 6210",-32.5123312,115.742521,Mandurah,WA,Full
,Mandurah Seniors Centre,,"41 Ormsby Terrace, MANDURAH WA 6210",-32.52669300,115.72015000,Mandurah,WA,Full
,RAAFA Meadow Springs Estate,,"41 Portrush Parade, MEADOW SPRINGS WA 6210",-32.50288000,115.75345000,Mandurah,WA,Full
,Riverside Primary School,,"1 Minilya Parkway, GREENFIELDS WA 6210",-32.53179000,115.76789000,Mandurah,WA,Full
,Bayswater Primary School,,"15 Murray Street, BAYSWATER WA 6053",-31.920830,115.910968,Maylands,WA,None
,Embleton Primary School,,"51 Priestly Street, EMBLETON WA 6062",-31.90188000,115.90980200,Maylands,WA,None
,Filipino Australian Club of Perth Inc,,"1 Catherine Street, BEDFORD WA 6052",-31.91267200,115.88771900,Maylands,WA,None
,Hillcrest Primary School,,"2 Bay View Street, BAYSWATER WA 6053",-31.90977700,115.90207400,Maylands,WA,None
,Inglewood Freemasons Hall,,"23 Carrington Street, INGLEWOOD WA 6052",-31.92465000,115.88842900,Maylands,WA,Full
,Inglewood Primary School,,"34 Normanby Road, INGLEWOOD WA 6052",-31.91723500,115.88642600,Maylands,WA,None
,Maylands Peninsula Primary School,,"60 Kelvin Street, MAYLANDS WA 6051",-31.93230100,115.90388700,Maylands,WA,Full
,School of Instrumental Music,,"150 Guildford Road, MAYLANDS WA 6051",-31.93181300,115.89153100,Maylands,WA,None
,Caversham Valley Primary School,,"60 Summerville Boulevard, CAVERSHAM WA 6055",-31.86790100,115.96887900,Midland,WA,Full
,Clayton View Primary School,,"211 Clayton Street, KOONGAMIA WA 6056",-31.90530200,116.04060400,Midland,WA,Full
,Goodstart Early Learning Stratton,,"165 Talbot Road, STRATTON WA 6056",-31.86221700,116.04564200,Midland,WA,Full
,Greenmount Primary School,,"50-68 Innamincka Road, GREENMOUNT WA 6056",-31.89710500,116.04680600,Midland,WA,None
,Guildford Town Hall,,"97 James Street, GUILDFORD WA 6055",-31.89957000,115.97201000,Midland,WA,None
,Middle Swan Primary School,,"Cockman Cross, STRATTON WA 6056",-31.866964,116.036555,Midland,WA,Full
,Midland District - Election Day and Early Polling Place,,"48 A James Street, GUILDFORD WA 6055",-31.898954,115.977174,Midland,WA,Full
,Midland Town Hall,,"312 Great Eastern Highway, MIDLAND WA 6056",-31.88948000,116.00214000,Midland,WA,None
,North Metropolitan TAFE Midland Campus,,"C-Block, Corner Lloyd St and Eddie Barron Drive, MIDDLE SWAN WA 6056",-31.87806800,116.01929800,Midland,WA,Full
,Swan View Senior High School,,"39 Gladstone Avenue, SWAN VIEW WA 6056",-31.88843000,116.04381000,Midland,WA,None
,Badgingarra Community Centre,,"2 North West Road, BADGINGARRA WA 6521",-30.38721000,115.49866000,Mid-West,WA,None
,Bindoon Town Hall,,"6180 Great Northern Highway, BINDOON WA 6502",-31.38602600,116.09680800,Mid-West,WA,None
,Carnamah District High School,,"48 McPherson Street, CARNAMAH WA 6517",-29.68695000,115.89191000,Mid-West,WA,None
,Carnarvon Community College (Marmion Street Campus),,"27 Marmion Street, EAST CARNARVON WA 6701",-24.86678000,113.67744000,Mid-West,WA,Full
,Cervantes Community Recreation Centre,,"2 Aragon Street, CERVANTES WA 6511",-30.49958600,115.07020500,Mid-West,WA,Full
,Coorow District Hall,,"22 Main Street, COOROW WA 6515",-29.88094400,116.02397500,Mid-West,WA,Full
,Coral Bay Learning Centre,,"64 Banksia Drive, CORAL BAY WA 6701",-23.145188,113.771870,Mid-West,WA,None
,Cue Primary School,,"Simpson Street, CUE WA 6640",-27.420925,117.896618,Mid-West,WA,None
,Dalwallinu District High School,,"97 Johnston Street, DALWALLINU WA 6609",-30.27029400,116.66203700,Mid-West,WA,None
,Dandaragan Primary School,,"Dandaragan Road, DANDARAGAN WA 6507",-30.67287000,115.70262000,Mid-West,WA,None
,Denham Hall,,"Corner Hughes and Durlacher Street , DENHAM WA 6537",-25.92724200,113.53586700,Mid-West,WA,Full
,Eneabba Primary School,,"20 Dewar Street, ENEABBA WA 6518",-29.81944000,115.26876900,Mid-West,WA,None
,Gingin District High School Performing Arts Centre,,"1 Daw Street, GINGIN WA 6503",-31.34427600,115.91236900,Mid-West,WA,None
,Green Head Community Centre,,"Corner The Lakes and Green Head Road, GREEN HEAD WA 6514",-30.06727400,114.96817100,Mid-West,WA,None
,Guilderton Hall,,"Wedge Street, GUILDERTON WA 6041",-31.34877200,115.50437500,Mid-West,WA,Full
,Immaculate Heart College,,"34 Santa Gertrudis Drive, LOWER CHITTERING WA 6084",-31.56069000,116.07813000,Mid-West,WA,None
,Irwin Recreation Centre,,"Ridley Street, PORT DENISON WA 6525",-29.26529300,114.92460400,Mid-West,WA,Full
,Jurien Bay District High School,,"19 Hamersley Street, JURIEN BAY WA 6516",-30.30761000,115.03962000,Mid-West,WA,Full
,Lancelin Primary School,,"53 Gingin Road, LANCELIN WA 6044",-31.01148300,115.32985000,Mid-West,WA,Full
,Ledge Point Community Hall,,"381 Turner Street, LEDGE POINT WA 6043",-31.10870000,115.37788000,Mid-West,WA,None
,Leeman Primary School,,"10 Spencer Street, LEEMAN WA 6514",-29.94823000,114.97841000,Mid-West,WA,None
,Meekatharra Shire Hall,,"Main Street, MEEKATHARRA WA 6642",-26.59301200,118.49575600,Mid-West,WA,None
,Mid-West District - Election Day and Early Polling Place,,"Carnarvon Woolshed, 21 Robinson Street, CARNARVON WA 6701",-24.883873,113.656210,Mid-West,WA,Full
,Miling Town Hall,,"Old Great Northern Highway, MILING WA 6575",-30.49217600,116.36222900,Mid-West,WA,None
,Mingenew Primary School,,"70 Phillip Street, MINGENEW WA 6522",-29.194401,115.440919,Mid-West,WA,None
,Moora Performing Arts Centre,,"34 Padbury Street, MOORA WA 6510",-30.64187400,116.00801000,Mid-West,WA,None
,Morawa District High School,,"34 Gill Street, MORAWA WA 6623",-29.21120100,116.00591300,Mid-West,WA,Full
,Mount Magnet Anzac Memorial Hall,,"Naughton Street, MOUNT MAGNET WA 6638",-28.059663,117.845866,Mid-West,WA,Full
,Muchea Recreation Centre,,"48 Archibald Street, MUCHEA WA 6501",-31.58197000,115.97096000,Mid-West,WA,Full
,Perenjori Primary School,,"1 Carnamah-Perenjori Road, PERENJORI WA 6620",-29.44367100,116.28611000,Mid-West,WA,Full
,Three Springs Primary School,,"30 Carter Street, THREE SPRINGS WA 6519",-29.53460600,115.76123400,Mid-West,WA,None
,Woodridge Community Centre,,"13 King Drive, WOODRIDGE WA 6041",-31.33754000,115.59856000,Mid-West,WA,None
,Clarkson Community High School,,"16 Walyunga Boulevard, CLARKSON WA 6030",-31.67623800,115.72626000,Mindarie,WA,Full
,Clarkson Primary School,,"8 Aldersea Circle, CLARKSON WA 6030",-31.677893,115.7177027,Mindarie,WA,Full
,Kinross Primary School,,"64 Kinross Drive, KINROSS WA 6028",-31.71846600,115.73623300,Mindarie,WA,Full
,Merriwa Primary School,,"67 Baltimore Parade, MERRIWA WA 6030",-31.66817000,115.71336000,Mindarie,WA,Full
,Mindarie District - Election Day and Early Polling Place,,"Kinross Central Shopping Centre - Shop 17, Selkirk Drive, KINROSS WA 6028",-31.718415,115.741508,Mindarie,WA,None
,Mindarie Primary School,,"90 Rothesay Heights, MINDARIE WA 6030",-31.68700000,115.70893000,Mindarie,WA,Full
,Mindarie Senior College,,"14 Elliston Parade, MINDARIE WA 6030",-31.67720000,115.70615000,Mindarie,WA,Full
,Quinns Beach Primary School,,"5 James Cook Avenue, QUINNS ROCKS WA 6030",-31.65820300,115.69532100,Mindarie,WA,Full
,RAAFA Estate - Merriwa,,"19 Hughie Edwards Drive, MERRIWA WA 6030",-31.65797100,115.70775600,Mindarie,WA,Full
,Somerly Primary School,,"15 Somerly Drive, CLARKSON WA 6030",-31.68481000,115.72782000,Mindarie,WA,Full
,Camboon Primary School,,"30 Forder Road, NORANDA WA 6062",-31.87691000,115.89090000,Morley,WA,None
,Dianella Heights Primary School,,"9 Beaman Street, DIANELLA WA 6059",-31.88364200,115.86600200,Morley,WA,Full
,Dianella Secondary College,,"180 Nollamara Avenue, DIANELLA WA 6059",-31.87822000,115.85274000,Morley,WA,Full
,Hampton Park Primary School,,"1 Paine Road, MORLEY WA 6062",-31.88658100,115.91710200,Morley,WA,None
,Morley Primary School,,"36 Wellington Road, MORLEY WA 6062",-31.89212000,115.89537000,Morley,WA,None
,Nollamara Primary School,,"101 Harrison Street, NOLLAMARA WA 6061",-31.88463000,115.83962000,Morley,WA,None
,Noranda Primary School,,"25 Walmsley Drive, NORANDA WA 6062",-31.87713000,115.90798000,Morley,WA,None
,North Morley Primary School,,"81 Gordon Road West, DIANELLA WA 6059",-31.87846000,115.87845000,Morley,WA,Full
,St Andrew's Grammar School,,"2 Hellenic Drive, DIANELLA WA 6059",-31.87006600,115.87486800,Morley,WA,None
,Australian Islamic College - Dianella,,"81 Cleveland Street, DIANELLA WA 6059",-31.90275000,115.87489000,Mount Lawley,WA,Full
,Coolbinia Primary School,,"104 Bradford Street, COOLBINIA WA 6050",-31.91367000,115.85971000,Mount Lawley,WA,Full
,Mount Lawley District - Election Day and Early Polling Place,,"Edith Cowan University - Gallery 25, Building 10, 2 Bradford Street, MT LAWLEY WA 6050",-31.918867,115.868096,Mount Lawley,WA,None
,Mount Lawley Primary School,,"92 Second Avenue, MOUNT LAWLEY WA 6050",-31.92580800,115.87634200,Mount Lawley,WA,Full
,North Metropolitan TAFE Mount Lawley Campus,,"397 Lord Street, MOUNT LAWLEY WA 6050",-31.93956000,115.87588000,Mount Lawley,WA,Full
,North Perth Primary School,,"3 Albert Street, NORTH PERTH WA 6006",-31.92999800,115.85628400,Perth,WA,None
,St Patrick's Anglican Church,,"65 First Avenue, MOUNT LAWLEY WA 6050",-31.92872700,115.87641700,Mount Lawley,WA,None
,St Paul's Primary School,,"7 Learoyd Street, MOUNT LAWLEY WA 6050",-31.92547200,115.86438200,Mount Lawley,WA,None
,Sutherland Dianella Primary School,,"5 Sutherland Avenue, DIANELLA WA 6059",-31.89383500,115.86494700,Mount Lawley,WA,Full
,Vedanta Church,,"51 Golf View Street, YOKINE WA 6060",-31.89738900,115.84586500,Mount Lawley,WA,None
,West Morley Primary School,,"Fitzroy Street, DIANELLA WA 6059",-31.89078000,115.88597000,Mount Lawley,WA,Full
,Yokine Community Playgroup,,"26 Ranger Road, YOKINE WA 6060",-31.90197000,115.85194300,Mount Lawley,WA,None
,Yokine Primary School,,"39 Woodrow Avenue, YOKINE WA 6060",-31.90145000,115.85944000,Mount Lawley,WA,None
,Binningup Community Hall,,"14 Driftwood Way, BINNINGUP WA 6233",-33.15046900,115.69470900,Murray-Wellington,WA,Full
,Brunswick Junction Primary School,,"6 Vincent Street, BRUNSWICK JUNCTION WA 6224",-33.252447,115.833924,Murray-Wellington,WA,Full
,Carcoola Primary School,,"7 Wisteria Crescent, NORTH PINJARRA WA 6208",-32.60554500,115.89344500,Murray-Wellington,WA,Full
,Coolup Community Hall,,"186 Murray Street, COOLUP WA 6214",-32.73963800,115.87466200,Murray-Wellington,WA,None
,Dwellingup Primary School,,"10 Newton Street, DWELLINGUP WA 6213",-32.71531000,116.06358000,Murray-Wellington,WA,None
,Kingston Primary School,,"75 Macquarie Drive, AUSTRALIND WA 6233",-33.25960500,115.74408600,Murray-Wellington,WA,Full
,Lake Clifton Community Centre,,"114 Tuart Grove Avenue, LAKE CLIFTON WA 6215",-32.80116000,115.69047000,Murray-Wellington,WA,Full
,Murray-Wellington District - Election Day and Early Polling Place,,"Leschenault Leisure Centre, Leisure Drive , AUSTRALIND WA 6233",-33.2700097,115.7382003,Murray-Wellington,WA,Full
,North Dandalup Community Hall,,"4209 South Western Highway, NORTH DANDALUP WA 6207",-32.51807600,115.97237200,Murray-Wellington,WA,None
,North Yunderup CWA Hall,,"45 Culeenup Road, NORTH YUNDERUP WA 6208",-32.58010700,115.78834300,Murray-Wellington,WA,None
,Parkfield Primary School,,"Chapple Drive, AUSTRALIND WA 6233",-33.26555000,115.72633500,Murray-Wellington,WA,Full
,Pinjarra Senior High School,,"16 McLarty Road, PINJARRA WA 6208",-32.63306000,115.87207000,Murray-Wellington,WA,Full
,Settlers Hall,,"20 A Marine Drive, LESCHENAULT WA 6233",-33.25140000,115.73443600,Murray-Wellington,WA,Full
,St Anne's Primary School,,"27 Young Street, HARVEY WA 6220",-33.08275000,115.89157000,Murray-Wellington,WA,None
,Waroona Senior Citizens Centre,,"Millar Street, WAROONA WA 6215",-32.84503100,115.92294700,Murray-Wellington,WA,Full
,West Murray Community Hall,,"2977 Pinjarra Road (Corner Goodooga Road) , FURNISSDALE WA 6210",-32.55847000,115.78686000,Murray-Wellington,WA,None
,Yarloop Primary School,,"22 School Road, YARLOOP WA 6218",-32.96199600,115.90366800,Murray-Wellington,WA,Full
,Yunderup Sports & Recreation Club,,"2 Corner Delta Drive & South Yunderup Road, SOUTH YUNDERUP WA 6208",-32.585663,115.795028,Murray-Wellington,WA,None
,Constitutional Centre,,"40 Havelock Street, WEST PERTH WA 6005",-31.95143400,115.84393400,Nedlands,WA,None
,Dalkeith Primary School,,"44 Circe Circle, DALKEITH WA 6009",-31.99638000,115.79772000,Nedlands,WA,Full
,Hollywood Primary School,,"117 Monash Avenue, NEDLANDS WA 6009",-31.97019600,115.80737800,Nedlands,WA,None
,Jolimont Primary School,,"657 Hay Street, JOLIMONT WA 6014",-31.94823500,115.80830500,Nedlands,WA,None
,Nedlands District - Election Day and Early Polling Place,,"John Leckie Pavilion, Melvista Avenue, NEDLANDS WA 6009",-31.98810,115.791202,Nedlands,WA,None
,Nedlands Primary School,,"35 Kingsway , NEDLANDS WA 6009",-31.98434100,115.81252400,Nedlands,WA,None
,Palms Community Centre,,"430 Rokeby Road, SUBIACO WA 6008",-31.9571336,115.824590,Nedlands,WA,None
,Shenton Park Community Centre,,"240 Onslow Road, SHENTON PARK WA 6008",-31.96072400,115.81065200,Nedlands,WA,None
,Sir Charles Gairdner Hospital,,"E Block Outpatients, Verdun Street, NEDLANDS WA 6009",-31.96755,115.815901,Nedlands,WA,Full
,Subiaco Primary School,,"271 Bagot Road, SUBIACO WA 6008",-31.95074400,115.82277000,Nedlands,WA,None
,University of Western Australia - Nedlands Campus,,"Clifton Street, NEDLANDS WA 6009",-31.976887,115.812023,Nedlands,WA,Full
,Aspiri Primary School,,"30 Sunray Avenue, PIARA WATERS WA 6112",-32.1384515005571,115.9122927,Oakford,WA,Full
,Aubin Grove Primary School,,"85 Camden Boulevard, AUBIN GROVE WA 6164",-32.17272000,115.86136200,Oakford,WA,None
,Forrestdale Primary School,,"35 Broome Street, FORRESTDALE WA 6112",-32.15301800,115.94853800,Oakford,WA,Full
,Harrisdale Primary School,,"7 Fairhaven Avenue, HARRISDALE WA 6112",-32.12481000,115.93703000,Oakford,WA,Full
,Honeywood Primary School,,"Windjana Rise, WANDI WA 6167",-32.19664764,115.8617665,Oakford,WA,Full
,North Harrisdale Primary School,,"100 Reilly Road, HARRISDALE WA 6112",-32.1156966,115.9385442,Oakford,WA,Full
,Oakford Community Hall,,"53 Foxton Drive, OAKFORD WA 6121",-32.19056000,115.91778000,Oakford,WA,Full
,Oakford District - Election Day and Early Polling Place,,"1/6 Marchetti Way, FORRESTDALE WA 6112",-32.129626,115.959874,Oakford,WA,Full
,Piara Waters Primary School,,"440 Wright Road, PIARA WATERS WA 6112",-32.12697000,115.91625000,Oakford,WA,Full
,Aranmore Catholic College,,"41 Franklin Street, LEEDERVILLE WA 6007",-31.92706900,115.84317000,Perth,WA,None
,Greek Orthodox Church,,"59 Carr Street, WEST PERTH WA 6005",-31.94016000,115.85201000,Perth,WA,None
,Highgate Primary School,,"147 Lincoln Street, HIGHGATE WA 6003",-31.94067800,115.86678400,Perth,WA,None
,Kyilla Primary School,,"4 Selkirk Street, NORTH PERTH WA 6006",-31.91928000,115.85170000,Perth,WA,None
,Mount Hawthorn Baptist Church Hall,,"98 Hobart Street, MOUNT HAWTHORN WA 6016",-31.92174300,115.84189800,Perth,WA,None
,Mount Hawthorn Community Centre Lesser Hall,,"197 Scarborough Beach Road, MOUNT HAWTHORN WA 6016",-31.91960300,115.83525700,Perth,WA,None
,Mount Hawthorn Primary School,,"1 Killarney Street, MOUNT HAWTHORN WA 6016",-31.91777000,115.83547000,Perth,WA,None
,North Metropolitan TAFE Leederville Campus,,"196-244 Richmond Street, LEEDERVILLE WA 6007",-31.93374000,115.84170000,Perth,WA,None
,North Metropolitan TAFE Northbridge Campus,,"25 Aberdeen Street, NORTHBRIDGE WA 6003",-31.94788000,115.86136000,Perth,WA,None
,Perth District - Election Day and Early Polling Place - North Perth,,"299 Charles Street, NORTH PERTH WA 6006",-31.929668,115.852460,Perth,WA,None
,Perth District - Election Day and Early Polling Place - Perth CBD,,"772 Hay Street, PERTH WA 6000",-31.953197,115.856135,Perth,WA,None
,Baler Primary School,,"Baler Close, SOUTH HEDLAND WA 6722",-20.40474000,118.61282000,Pilbara,WA,Full
,Dampier Primary School,,"42 Church Road, DAMPIER WA 6713",-20.66449200,116.70715200,Pilbara,WA,Full
,Exmouth Shire Hall,,"22 Maidstone Crescent, EXMOUTH WA 6707",-21.929021,114.123920,Pilbara,WA,Full
,Hedland Senior High School,,"78 Hamilton Road, SOUTH HEDLAND WA 6722",-20.39952000,118.59729000,Pilbara,WA,Full
,Millars Well Primary School,,"45 Gawthorne Drive, KARRATHA WA 6714",-20.74246400,116.81750400,Pilbara,WA,Full
,Newman Primary School,,"26 Hilditch Avenue, NEWMAN WA 6753",-23.35440000,119.73163000,Pilbara,WA,Full
,Newman Senior High School,,"Gregory Avenue, NEWMAN WA 6753",-23.36146000,119.73377000,Pilbara,WA,Full
,Onslow Primary School,,"Simpson Street, ONSLOW WA 6710",-21.63809200,115.11027200,Pilbara,WA,Full
,Pannawonica Primary School,,"1 Sports Way, PANNAWONICA WA 6716",-21.63714000,116.32444000,Pilbara,WA,Full
,Paraburdoo Primary School,,"De Grey Road, PARABURDOO WA 6754",-23.19735900,117.67307200,Pilbara,WA,Full
,PCYC Roebourne,,"1 Sholl Street, ROEBOURNE WA 6718",-20.76727500,117.14453500,Pilbara,WA,None
,Pilbara District - Election Day and Early Polling Place - Karratha,,"Frank Butler Community Centre, Hunt Way, BULGARRA WA 6714",-20.729523,116.864530,Pilbara,WA,Full
,Pilbara District - Election Day and Early Polling Place - Port Hedland,,"3B Wedge St, PORT HEDLAND WA 6721",-20.3117835,118.575587,Pilbara,WA,None
,Port Hedland Primary School,,"Corney Street, PORT HEDLAND WA 6721",-20.30435000,118.63414000,Pilbara,WA,Full
,Tambrey Primary School,,"25 Tambrey Drive, KARRATHA WA 6714",-20.74238000,116.80094000,Pilbara,WA,Full
,Tom Price Recreation Centre,,"Milpera Street, TOM PRICE WA 6751",-22.68754000,117.79325600,Pilbara,WA,None
